Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type
"Creating Forms and Disclosures that Work: Using Eye Tracking to Improve the User Experience";"Universal Access in Human-Computer Interaction.   Access to Today's Technologies";"";"";"";"10.1007/978-3-319-20678-3_12";"Jonathan StrohlChristian GonzalezJacob SauserSoodeh MontazeriBrian Griepentrog";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-20678-3_12";"Chapter"
"Tracking students’ visual attention on manga-based interactive e-book while reading: an eye-movement approach";"Multimedia Tools and Applications";"";"78";"4";"10.1007/s11042-018-5754-6";"Chun-Chia WangJason C. HungShih-Nung ChenHsuan-Pu Chang";"2019";"http://link.springer.com/article/10.1007/s11042-018-5754-6";"Article"
"Tracking Eyes in Service Prototyping";"Human-Computer Interaction – INTERACT 2013";"";"";"";"10.1007/978-3-642-40498-6_19";"Monchu ChenVeraneka Lim";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-40498-6_19";"Chapter"
"Remote Web Usability Evaluation Exploiting Multimodal Information on User Behavior";"Computer-Aided Design of User Interfaces V";"";"";"";"10.1007/978-1-4020-5820-2_24";"Fabio PaternòAngela PiruzzaCarmen Santoro";"2007";"http://link.springer.com/chapter/10.1007/978-1-4020-5820-2_24";"Chapter"
"Eye Tracking Evaluation of User Experience on Large-Scale Displays";"Universal Access in Human-Computer Interaction.   Access to Today's Technologies";"";"";"";"10.1007/978-3-319-20678-3_10";"Andrew Schall";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-20678-3_10";"Chapter"
"Research on learning progress tracking of multimedia port user based on improved CamShift algorithm";"Multimedia Tools and Applications";"";"";"";"10.1007/s11042-019-07761-4";"Hao-peng SunXiaolong Wen";"2019";"http://link.springer.com/article/10.1007/s11042-019-07761-4";"Article"
"Suggested Empirical Guidelines";"Eye Tracking Methodology";"";"";"";"10.1007/978-3-319-57883-5_18";"Andrew T. Duchowski";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-57883-5_18";"Chapter"
"Suggested Empirical Guidelines";"Eye Tracking Methodology";"";"";"";"10.1007/978-1-84628-609-4_14";"Andrew Duchowski BSc,PhD";"2007";"http://link.springer.com/chapter/10.1007/978-1-84628-609-4_14";"Chapter"
"Visual Attention in Open Learner Model Presentations: An Eye-Tracking Investigation";"User Modeling 2007";"";"";"";"10.1007/978-3-540-73078-1_21";"Susan BullNeil CookeAndrew Mabbott";"2007";"http://link.springer.com/chapter/10.1007/978-3-540-73078-1_21";"Chapter"
"Exploring User Reactions to New Browser Cues for Extended Validation Certificates";"Computer Security - ESORICS 2008";"";"";"";"10.1007/978-3-540-88313-5_27";"Jennifer SobeyRobert BiddleP. C. van OorschotAndrew S. Patrick";"2008";"http://link.springer.com/chapter/10.1007/978-3-540-88313-5_27";"Chapter"
"Is It in Your Eyes? Explorations in Using Gaze Cues for Remote Collaboration";"Collaboration Meets Interactive Spaces";"";"";"";"10.1007/978-3-319-45853-3_9";"Mark BillinghurstKunal GuptaMasai KatsutoshiYoungho LeeGun LeeKai KunzeMaki Sugimoto";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-45853-3_9";"Chapter"
"Virtual Reality-Based Facial Expressions Understanding for Teenagers with Autism";"Universal Access in Human-Computer Interaction. User and Context Diversity";"";"";"";"10.1007/978-3-642-39191-0_50";"Esubalew BekeleZhi ZhengAmy SwansonJulie DavidsonZachary WarrenNilanjan Sarkar";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39191-0_50";"Chapter"
"The Use of Neurometric and Biometric Research Methods in Understanding the User Experience During Product Search of First-Time Buyers in E-Commerce";"Design, User Experience, and Usability: Theory, Methodology, and Management";"";"";"";"10.1007/978-3-319-58634-2_26";"Tuna ÇakarKerem RızvanoğluÖzgürol ÖztürkDeniz Zengin Çelikİrfan Gürvardar";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-58634-2_26";"Chapter"
"Examining an Online Collaboration Learning Environment with the Dual Eye-Tracking Paradigm: The Case of Virtual Math Teams";"Learning and Collaboration Technologies. Designing and Developing Novel Learning Experiences";"";"";"";"10.1007/978-3-319-07482-5_44";"Selin Deniz UzunosmanoğluMurat Perit Çakir";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07482-5_44";"Chapter"
"Performance Evaluation of the Gazepoint GP3 Eye Tracking Device Based on Pupil Dilation";"Augmented Cognition. Neurocognition and Machine Learning";"";"";"";"10.1007/978-3-319-58628-1_14";"Pujitha MannaruBalakumar BalasingamKrishna PattipatiCiara SibleyJoseph T. Coyne";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-58628-1_14";"Chapter"
"Eye-Tracking Explorations in Multimedia Communications";"People and Computers XV—Interaction without Frontiers";"";"";"";"10.1007/978-1-4471-0353-0_22";"J. MullinA. H. AndersonL. SmallwoodM. JacksonE. Katsavras";"2001";"http://link.springer.com/chapter/10.1007/978-1-4471-0353-0_22";"Chapter"
"Investigating the Utility of Eye-Tracking Information on Affect and Reasoning for User Modeling";"User Modeling, Adaptation, and Personalization";"";"";"";"10.1007/978-3-642-02247-0_15";"Kasia MuldnerRobert ChristophersonRobert AtkinsonWinslow Burleson";"2009";"http://link.springer.com/chapter/10.1007/978-3-642-02247-0_15";"Chapter"
"An implicit relevance feedback method for CBIR with real-time eye tracking";"Multimedia Tools and Applications";"";"75";"5";"10.1007/s11042-015-2873-1";"Qingyong LiMei TianJun LiuJinrui Sun";"2016";"http://link.springer.com/article/10.1007/s11042-015-2873-1";"Article"
"A Novel Virtual Reality Driving Environment for Autism Intervention";"Universal Access in Human-Computer Interaction. User and Context Diversity";"";"";"";"10.1007/978-3-642-39191-0_52";"Dayi BianJoshua W. WadeLian ZhangEsubalew BekeleAmy SwansonJulie Ana CrittendonMedha SarkarZachary WarrenNilanjan Sarkar";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39191-0_52";"Chapter"
"Development of a gaze-controlled support system for a person in an advanced stage of multiple sclerosis: a case study";"Universal Access in the Information Society";"";"16";"4";"10.1007/s10209-016-0493-9";"Pieter Blignaut";"2017";"http://link.springer.com/article/10.1007/s10209-016-0493-9";"Article"
"ERmed – Towards Medical Multimodal Cyber-Physical Environments";"Foundations of Augmented Cognition. Advancing Human Performance and Decision-Making through Adaptive Systems";"";"";"";"10.1007/978-3-319-07527-3_34";"Daniel Sonntag";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07527-3_34";"Chapter"
"Eye Tracking on Visualizations: Progressive Extraction of Scanning Strategies";"Handbook of Human Centric Visualization";"";"";"";"10.1007/978-1-4614-7485-2_13";"Joseph H. GoldbergJonathan I. Helfman";"2014";"http://link.springer.com/chapter/10.1007/978-1-4614-7485-2_13";"Chapter"
"Improving Spatial Reference in American Sign Language Animation through Data Collection from Native ASL Signers";"Universal Access in Human-Computer Interaction. Applications and Services";"";"";"";"10.1007/978-3-642-02713-0_56";"Matt Huenerfauth";"2009";"http://link.springer.com/chapter/10.1007/978-3-642-02713-0_56";"Chapter"
"On an approach to boosting a journal’s citation potential";"Scientometrics";"";"120";"3";"10.1007/s11192-019-03172-2";"Guoliang LyuGanwei Shi";"2019";"http://link.springer.com/article/10.1007/s11192-019-03172-2";"Article"
"A Study on the Development of the Psychological Assessment a Using Eye-Tracking: Focused on Eye Gaze Processing of Literacy Text";"Augmented Cognition";"";"";"";"10.1007/978-3-030-22419-6_6";"Joon Hyun JeonGyoung KimJeong Ae Kim";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-22419-6_6";"Chapter"
"Exploring Gaze Data for Determining User Learning with an Interactive Simulation";"User Modeling, Adaptation, and Personalization";"";"";"";"10.1007/978-3-642-31454-4_11";"Samad KardanCristina Conati";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-31454-4_11";"Chapter"
"Presentation of Personal Health Information for Consumers: An Experimental Comparison of Four Visualization Formats";"Engineering Psychology and Cognitive Ergonomics";"";"";"";"10.1007/978-3-319-91122-9_40";"Da TaoJuan YuanXingda QuTieyan WangXingyu Chen";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-91122-9_40";"Chapter"
"Eye Tracking as a New Interface for Image Retrieval";"Intelligent Spaces";"";"";"";"10.1007/978-1-84628-429-8_17";"O K OyekoyaF W M Stentiford";"2006";"http://link.springer.com/chapter/10.1007/978-1-84628-429-8_17";"Chapter"
"Look together: using gaze for assisting co-located collaborative search";"Personal and Ubiquitous Computing";"";"21";"1";"10.1007/s00779-016-0969-x";"Yanxia ZhangKen PfeufferMing Ki ChongJason AlexanderAndreas BullingHans Gellersen";"2017";"http://link.springer.com/article/10.1007/s00779-016-0969-x";"Article"
"U-index: An Eye-Tracking-Tested Checklist on Webpage Aesthetics for University Web Spaces in Russia and the USA";"Design, User Experience, and Usability: Theory, Methodology, and Management";"";"";"";"10.1007/978-3-319-58634-2_17";"Svetlana S. BodrunovaAlexander V. Yakunin";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-58634-2_17";"Chapter"
"Supporting comprehension of unfamiliar programs by modeling cues";"Software Quality Journal";"";"25";"1";"10.1007/s11219-015-9303-5";"Naveen KulkarniVasudeva Varma";"2017";"http://link.springer.com/article/10.1007/s11219-015-9303-5";"Article"
"ADAPT: A Predictive Cognitive Model of User Visual Attention and Action Planning";"User Modeling and User-Adapted Interaction";"";"10";"1";"10.1023/A:1008311003128";"Stephanie M. DoaneYoung Woo Sohn";"2000";"http://link.springer.com/article/10.1023/A%3A1008311003128";"Article"
"Analysis of Eye Movements with Eyetrace";"Biomedical Engineering Systems and Technologies";"";"";"";"10.1007/978-3-319-27707-3_28";"Thomas C. KüblerKatrin SippelWolfgang FuhlGuilherme SchievelbeinJohanna AufreiterRaphael RosenbergWolfgang RosenstielEnkelejda Kasneci";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-27707-3_28";"Chapter"
"Towards Industrial Assistance Systems: Experiences of Applying Multi-sensor Fusion in Harsh Environments";"Physiological Computing Systems";"";"";"";"10.1007/978-3-030-27950-9_9";"Michael HaslgrüblerBendikt GollanAlois Ferscha";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-27950-9_9";"Chapter"
"Automatic Analysis of Eye-Tracking Data for Augmented Reality Applications: A Prospective Outlook";"Augmented Reality, Virtual Reality, and Computer Graphics";"";"";"";"10.1007/978-3-319-40651-0_17";"Simona NaspettiRoberto PierdiccaSerena MandolesiMarina PaolantiEmanuele FrontoniRaffaele Zanoli";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-40651-0_17";"Chapter"
"Stress Recognition in Daily Work";"Pervasive Computing Paradigms for Mental Health";"";"";"";"10.1007/978-3-319-32270-4_3";"Yoshiki NakashimaJonghwa KimSimon FluturaAndreas SeidererElisabeth André";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-32270-4_3";"Chapter"
"Cognitively Motivated Novelty Detection in Video Data Streams";"Multimedia Data Mining and Knowledge Discovery";"";"";"";"10.1007/978-1-84628-799-2_11";"James M. KangMuhammad Aurangzeb AhmadAnkur TeredesaiRoger Gaborski";"2007";"http://link.springer.com/chapter/10.1007/978-1-84628-799-2_11";"Chapter"
"CogniWin – A Virtual Assistance System for Older Adults at Work";"Human Aspects of IT for the Aged Population. Design for Everyday Life";"";"";"";"10.1007/978-3-319-20913-5_24";"Sten HankeHugo MeinedoDavid PortugalMarios BelkJoão QuintasEleni ChristodoulouMiroslav SiliMiguel Sales DiasGeorge Samaras";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-20913-5_24";"Chapter"
"Spatial References with Gaze and Pointing in Shared Space of Humans and Robots";"Spatial Cognition IX";"";"";"";"10.1007/978-3-319-11215-2_9";"Patrick RennerThies PfeifferIpke Wachsmuth";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-11215-2_9";"Chapter"
"Prediction of individual learning curves across information visualizations";"User Modeling and User-Adapted Interaction";"";"26";"4";"10.1007/s11257-016-9179-5";"Sébastien LalléCristina ConatiGiuseppe Carenini";"2016";"http://link.springer.com/article/10.1007/s11257-016-9179-5";"Article"
"A Framework for Supporting Joint Interpersonal Attention in Distributed Groups";"Human-Computer Interaction – INTERACT 2011";"";"";"";"10.1007/978-3-642-23774-4_25";"Jeremy BirnholtzJohnathon SchultzMatthew LepageCarl Gutwin";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-23774-4_25";"Chapter"
"Evaluating visual attention for multi-screen television: measures, toolkit, and experimental findings";"Personal and Ubiquitous Computing";"";"19";"5 - 6";"10.1007/s00779-015-0862-z";"Radu-Daniel VatavuMatei Mancas";"2015";"http://link.springer.com/article/10.1007/s00779-015-0862-z";"Article"
"Eye movements in software traceability link recovery";"Empirical Software Engineering";"";"22";"3";"10.1007/s10664-016-9486-9";"Bonita SharifJohn MeinkenTimothy ShafferHuzefa Kagdi";"2017";"http://link.springer.com/article/10.1007/s10664-016-9486-9";"Article"
"Ultra Low Cost Eye Gaze Tracking for Virtual Environments";"Virtual Augmented and Mixed Reality. Designing and Developing Augmented and Virtual Environments";"";"";"";"10.1007/978-3-642-39405-8_12";"Matthew SwartsJin Noh";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39405-8_12";"Chapter"
"Experimental Web Service and Eye-Tracking Setup for Unilateral Spatial Neglect Assessment";"Digital Human Modeling and Applications in Health, Safety, Ergonomics and Risk Management. Healthcare Applications";"";"";"";"10.1007/978-3-030-22219-2_11";"Timothé RossaPierre PompidorNancy RodriguezArnaud SallaberryPascal PonceletMarika UrbanskiClémence BourlonAntoine SeillesGuillaume Tallon";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-22219-2_11";"Chapter"
"Industrial Engineering and Human Factors";"Eye Tracking Methodology";"";"";"";"10.1007/978-3-319-57883-5_22";"Andrew T. Duchowski";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-57883-5_22";"Chapter"
"Industrial Engineering and Human Factors";"Eye Tracking Methodology";"";"";"";"10.1007/978-1-84628-609-4_18";"Andrew Duchowski BSc,PhD";"2007";"http://link.springer.com/chapter/10.1007/978-1-84628-609-4_18";"Chapter"
"Understanding Student Attention to Adaptive Hints with Eye-Tracking";"Advances in User Modeling";"";"";"";"10.1007/978-3-642-28509-7_15";"Mary MuirCristina Conati";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-28509-7_15";"Chapter"
"Efficiency and User Experience of Gaze Interaction in an Automotive Environment";"Engineering Psychology and Cognitive Ergonomics";"";"";"";"10.1007/978-3-319-91122-9_35";"Benedikt LuxDaniel SchmidlMaximilian EiblBastian HinterleitnerPatricia BöhmDaniel Isemann";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-91122-9_35";"Chapter"
"Industrial Engineering and Human Factors";"Eye Tracking Methodology: Theory and Practice";"";"";"";"10.1007/978-1-4471-3750-4_12";"Andrew T. Duchowski";"2003";"http://link.springer.com/chapter/10.1007/978-1-4471-3750-4_12";"Chapter"
"From analytical purposes to data visualizations: a decision process guided by a conceptual framework and eye tracking";"Software & Systems Modeling";"";"";"";"10.1007/s10270-019-00742-z";"Jens GuldenAndrea BurattinAmine A. AndaloussiBarbara Weber";"2019";"http://link.springer.com/article/10.1007/s10270-019-00742-z";"Article"
"RealTourist – A Study of Augmenting Human-Human and Human-Computer Dialogue with Eye-Gaze Overlay";"Human-Computer Interaction - INTERACT 2005";"";"";"";"10.1007/11555261_61";"Pernilla QvarfordtDavid BeymerShumin Zhai";"2005";"http://link.springer.com/chapter/10.1007/11555261_61";"Chapter"
"Visual Behavior Analysis of Human Performance in Precision Tasks";"Engineering Psychology and Cognitive Ergonomics";"";"";"";"10.1007/978-3-319-20373-7_10";"Nitesh BhatiaDibakar SenAnand V. Pathak";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-20373-7_10";"Chapter"
"Real-life Activity Recognition – Focus on Recognizing Reading Activities";"Camera-Based Document Analysis and Recognition";"";"";"";"10.1007/978-3-319-05167-3_14";"Kai Kunze";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-05167-3_14";"Chapter"
"The eyeBook – Using Eye Tracking to Enhance the Reading Experience";"Informatik-Spektrum";"";"33";"3";"10.1007/s00287-009-0381-2";"Ralf BiedertGeorg BuscherAndreas Dengel";"2010";"http://link.springer.com/article/10.1007/s00287-009-0381-2";"Article"
